"GeneStart","GeneEnd","GeneLocation","Strand","Protein_ID","GeneID","Protein_ID.1","Protein.product","Locus","Length","pi.site","pis.site","pin.site","TajimaD","FuLiF","FuLiD","pi_site","FayWuH","neutindex","alpha","dos","MK_p","Dn","Ds","Pn","Ps","biofilm","Comella","Berka","Kobayashi","Molle","aa","a","PSORTB","Extracellular","PANNZER_OG","PANNZER_NEW","PANNZER_ALL","PANNZER_EX","CAZY","ANTISMASH","antianti","ka","ks","kaks","nonsyn_sites","syn_sites","PI_SITE","PIS_SITE","PIN_SITE","PERCENTwREADS","map_read_len_percent","QS","as","ad","af","ag","ah","sel1[, 50]/sel1[, 49]"
59541,60104,"59541 - 60104","+","WP_003226727.1","B4U62_RS00325","WP_003226727.1"," aminoacyl-tRNA hydrolase","pth",563,3.148387097,2.434408602,0.713978495,-2.190745206,-4.006642176,-4.173274127,0.005592162,NA,0.266666667,0.733333333,0.237068966,0.156320371,3,5,4,25,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.017188248,0.206341635,0.083299948,366.999997,196.000003,0.005592162,0.012420452,0.001945446,100,0.99994311,0,0,0,0,0,0,0.156632463939316
60167,60394,"60167 - 60394","+","WP_003243417.1","B4U62_RS00330","WP_003243417.1"," anti-sigma-F factor Fin","fin",227,2.172043011,2.043010753,0.129032258,-0.674782863,-1.850853197,-2.102349352,0.009568471,NA,0.111111111,0.888888889,0.484848485,0.175824176,2,1,2,9,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.02376073,0.231409451,0.102678306,149.5,77.5,0.009568471,0.026361429,0.000863092,100,0.990643765,0,0,0,0,0,0,0.0327407137147231
60467,63997,"60467 - 63997","+","WP_003243453.1","B4U62_RS00335","WP_003243453.1"," transcription-repair coupling factor","mfd",3530,28.27096774,24.95053763,3.320430108,-2.151244127,-3.686335017,-3.789012894,0.008008773,NA,1.473488372,-0.473488372,-0.041385478,0.648711301,5,44,36,215,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.015360706,0.340993802,0.045046878,2277.883041,1252.116959,0.008008773,0.019926683,0.001457682,100,0.994340694,0,0,0,0,0,0,0.0731522652314989
64136,64669,"64136 - 64669","+","WP_003218365.1","B4U62_RS00340","WP_003218365.1"," stage V sporulation protein T","spoVT",533,2.640860215,2.447311828,0.193548387,-2.226588691,-3.325541957,-3.268731435,0.00495471,NA,0.173076923,0.826923077,0.296551724,0.1464335,2,3,3,26,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.002865337,0.284367292,0.010076185,349.999999,183.000001,0.00495471,0.013373289,0.000552995,100,1,0,0,0,0,0,0,0.0413507103600319
64854,66449,"64854 - 66449","+","WP_003243709.1","B4U62_RS00345","WP_003243709.1"," polysaccharide biosynthesis protein","yabM",1595,23.83655914,4.56344086,19.27311828,-1.568099708,-2.162521921,-2.08743103,0.014944551,NA,2.704761905,-1.704761905,-0.189217759,0.124581961,7,4,142,30,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.052282932,0.384611365,0.135937044,1006.493475,588.5065245,0.014944551,0.007754274,0.019148776,100,0.998043135,0,0,0,0,0,0,2.46944794573934
66442,67908,"66442 - 67908","+","WP_003226718.1","B4U62_RS00350","WP_003226718.1"," nucleoside triphosphate pyrophosphohydrolase","mazG",1466,19.5655914,15.10537634,4.460215054,-1.808621691,-2.484830678,-2.385192145,0.013346242,NA,0.697247706,0.302752294,0.074829932,0.545933959,5,10,38,109,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.041190428,0.37024089,0.11125305,950.9310229,515.0689771,0.013346242,0.0293269,0.004690367,100,0.994009216,0,0,0,0,0,0,0.159933951423437
67914,68171,"67914 - 68171","+","WP_003226716.1","B4U62_RS00355","WP_003226716.1"," RNA-binding S4 domain-containing protein","hslR",257,2.038709677,0.064516129,1.974193548,-2.052488609,-2.642637562,-2.470085466,0.007932722,NA,4.75,-3.75,-0.15,0.366666667,4,1,19,1,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0,0.459245956,0,163.5,93.5,0.007932722,0.000690012,0.012074578,100,0.98974169,0,0,0,0,0,0,17.4990840739002
68253,68552,"68253 - 68552","+","WP_003226714.1","B4U62_RS00360","WP_003226714.1"," sporulation protein YabP","yabP",299,1.182795699,0.989247312,0.193548387,-2.087678556,-3.032358256,-2.956486197,0.003955838,NA,NA,NA,-0.25,0.528571429,0,4,3,9,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.008965795,0.231756485,0.038686276,194.1273408,104.8726592,0.003955838,0.009432843,0.000997018,100,0.996912594,0,0,0,0,0,0,0.105696448037988
68552,69184,"68552 - 69184","+","WP_003243260.1","B4U62_RS00365","WP_003243260.1"," spore cortex biosynthesis protein YabQ","yabQ",632,4.993548387,2.593548387,2.4,-1.561854127,-2.952975839,-3.11885002,0.007901184,NA,0.280701754,0.719298246,0.292857143,0.341649342,3,1,16,19,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.044096607,0.128087247,0.344270078,405.3407208,226.6592792,0.007901184,0.011442498,0.005920945,100,0.9954859,0,0,0,0,0,0,0.517452133266705
69205,69579,"69205 - 69579","+","WP_003243211.1","B4U62_RS00370","WP_003243211.1"," cell division protein DivIC","divIC",374,1.901075269,1.83655914,0.064516129,-1.772458335,-2.341149372,-2.217459714,0.005083089,NA,0.066666667,0.933333333,0.4375,0.215686275,1,1,1,15,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.007396089,0.156545108,0.04724574,231.499999,142.500001,0.005083089,0.012888134,0.000278687,100,1,0,0,0,0,0,0,0.0216235337093795
69663,70046,"69663 - 70046","+","WP_003218379.1","B4U62_RS00375","WP_003218379.1"," RNA-binding protein S1","yabR",383,0.322580645,0.258064516,0.064516129,-2.008131484,-3.251915986,-3.269458815,0.000842247,NA,NA,NA,NA,1,0,0,1,3,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0,0.030645651,0,247,136,0.000842247,0.001897533,0.000261199,96.77419355,0.978244561,0,0,0,0,0,0,0.137651888004056
70575,73055,"70575 - 73055","+","WP_003243026.1","B4U62_RS00390","WP_003243026.1"," stage II sporulation protein E","spoIIE",2480,23.1311828,20.62795699,2.503225806,-1.903857467,-3.414328965,-3.560238235,0.00932709,NA,1.022494888,-0.022494888,-0.00214676,1,3,25,20,163,0,0,0,0,1,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.009182818,0.354322448,0.025916558,1602.553745,877.4462555,0.00932709,0.023509083,0.001562023,100,0.99514311,1,0,0,0,0,0,0.0664433827555077
73143,73877,"73143 - 73877","+","WP_003243782.1","B4U62_RS00395","WP_003243782.1"," VWA domain-containing protein","yabS",734,5.105376344,4.976344086,0.129032258,-1.843353203,-3.456406138,-3.635024871,0.006955554,NA,0.051282051,0.948717949,0.451219512,0.034128662,2,2,2,39,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.007183735,0.224874607,0.031945515,486.3751631,247.6248369,0.006955554,0.020096304,0.000265294,100,0.998207887,0,0,0,0,0,0,0.0132011339000445
73846,74859,"73846 - 74859","+","WP_009966278.1","B4U62_RS00400","WP_009966278.1"," serine/threonine protein kinase PrkT","prkT",1013,8.008602151,4.511827957,3.496774194,-1.778460944,-3.200849073,-3.338435243,0.007905826,NA,0.503787879,0.496212121,0.15995116,0.220725469,12,14,19,44,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.044225044,0.248310166,0.17810404,657.1254832,355.8745168,0.007905826,0.012678143,0.005321319,100,0.9994925,0,0,0,0,0,0,0.419723850724826
74966,76381,"74966 - 76381","+","WP_003243704.1","B4U62_RS00405","WP_003243704.1"," tRNA lysidine(34) synthetase TilS","tilS",1415,11.53548387,7.496774194,4.038709677,-1.707356421,-3.185074562,-3.35728265,0.008152285,NA,1.140350877,-0.140350877,-0.027538726,1,4,10,26,57,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.030553406,0.184848099,0.165289263,910.499995,504.500005,0.008152285,0.01485981,0.004435705,100,0.997499374,0,0,0,0,0,0,0.298503480192546
76381,76920,"76381 - 76920","+","WP_003226700.1","B4U62_RS00410","WP_003226700.1"," hypoxanthine phosphoribosyltransferase","hpt",539,0.705376344,0.447311828,0.258064516,-2.258245041,-3.507413633,-3.484726149,0.001308676,NA,0,1,0.6,0.454545455,1,0,4,6,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.00577207,0.079430874,0.072667838,348.5,190.5,0.001308676,0.002348094,0.000740501,100,0.998811858,0,0,0,0,0,0,0.315362587698789
77021,78931,"77021 - 78931","+","WP_003243881.1","B4U62_RS00415","WP_003243881.1"," ATP-dependent zinc metalloprotease FtsH","ftsH",1910,8.855913978,8.537634409,0.31827957,-2.317337432,-3.747528797,-3.778658616,0.004636604,NA,NA,NA,-0.044444444,1,0,9,4,86,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.002662035,0.227474891,0.011702545,1238.999999,671.000001,0.004636604,0.012723747,0.000256884,100,0.989213606,0,0,0,0,0,0,0.0201893357357703
79129,79902,"79129 - 79902","+","WP_010886388.1","B4U62_RS00420","WP_010886388.1"," type III pantothenate kinase","coaX",773,6.610752688,0.421505376,6.189247312,-1.664069637,-2.586416137,-2.591442847,0.008552073,NA,0,1,0.0625,1,4,0,45,3,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.007046572,0.265635216,0.02652725,503.999999,269.000001,0.008552073,0.001566934,0.012280253,100,0.9861336,0,0,0,0,0,0,7.83712204853555
79917,80789,"79917 - 80789","+","WP_003226695.1","B4U62_RS00425","WP_003226695.1"," redox-regulated molecular chaperone HslO","hslO",872,7.922580645,0.808602151,7.113978495,-1.620386757,-3.377353702,-3.649982961,0.009085528,NA,0.522222222,0.477777778,0.069805195,1,10,1,47,9,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.014325062,0.312940434,0.045775683,566.499997,305.500003,0.009085528,0.002646816,0.012557773,100,0.994623655,0,0,0,0,0,0,4.74448280500042
80839,81729,"80839 - 81729","+","WP_003243824.1","B4U62_RS00430","WP_003243824.1"," peptidyl-prolyl cis-trans isomerase","yacD",890,8.382795699,1.238709677,7.144086022,-1.651460669,-2.388671403,-2.339889679,0.009418872,NA,1.555555556,-0.555555556,-0.073529412,0.63485423,6,2,56,12,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.042168873,0.252919732,0.166728286,571.6858127,318.3141873,0.009418872,0.003891469,0.012496525,100,0.988742152,0,0,0,0,0,0,3.21126160840546
81808,82731,"81808 - 82731","+","WP_003244491.1","B4U62_RS00435","WP_003244491.1"," cysteine synthase A","cysK",923,11.2344086,9.853763441,1.380645161,-0.941800031,-1.192467758,-1.138748239,0.012171624,NA,NA,NA,-0.116666667,0.582374743,0,10,7,53,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.010194096,0.317527999,0.032104559,609,314,0.012171624,0.031381412,0.002267069,100,0.990500052,0,0,0,0,0,0,0.0722424153508453
82901,84310,"82901 - 84310","+","WP_003242468.1","B4U62_RS00440","WP_003242468.1"," anthranilate synthase component I family protein","pabB",1409,14.53333333,9.303225806,5.230107527,-1.571401095,-3.054396124,-3.257795633,0.010314644,NA,2.018018018,-1.018018018,-0.116615067,0.39505759,3,16,28,74,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.031062822,0.302754717,0.102600622,912.3808786,496.6191214,0.010314644,0.01873312,0.005732373,100,1,0,0,0,0,0,0,0.306002043439641
84327,84908,"84327 - 84908","+","WP_003243797.1","B4U62_RS00445","WP_003243797.1"," aminodeoxychorismate/anthranilate synthase component II","pabA",581,7.767741935,6.275268817,1.492473118,-1.770521322,-3.139591339,-3.261998484,0.013369607,NA,NA,NA,-0.155172414,1,0,5,9,49,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.022682691,0.473450983,0.04790927,382.999999,198.000001,0.013369607,0.031693277,0.003896797,100,0.998345742,0,0,0,0,0,0,0.122953426368627
84911,85789,"84911 - 85789","+","WP_003244544.1","B4U62_RS00450","WP_003244544.1"," aminodeoxychorismate lyase","pabC",878,10.56344086,7.716129032,2.847311828,-1.389443254,-2.95418422,-3.217067292,0.012031254,NA,1.125,-0.125,-0.026666667,1,4,8,27,48,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.049268993,0.283371742,0.173866994,564.963891,313.036109,0.012031254,0.024649326,0.005039812,100,0.996269474,0,0,0,0,0,0,0.204460438390892
85774,86628,"85774 - 86628","+","WP_003242672.1","B4U62_RS00455","WP_003242672.1"," dihydropteroate synthase","folP",854,11.13978495,8.812903226,2.32688172,-1.469892891,-3.212189832,-3.514839148,0.013044245,NA,2.372881356,-1.372881356,-0.100871731,0.67963217,1,10,14,59,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.021153262,0.398483197,0.053084453,554.8355664,299.1644336,0.013044245,0.029458392,0.004193822,100,1,0,0,0,0,0,0,0.142364253961995
86624,86983,"86624 - 86983","+","WP_003242949.1","B4U62_RS00460","WP_003242949.1"," dihydroneopterin aldolase","folB",359,6.141935484,4.890322581,1.251612903,-1.227850538,-2.491400338,-2.686660963,0.017108455,NA,0.193548387,0.806451613,0.285714286,0.154247365,2,3,4,31,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.024897739,0.490807947,0.050728068,234.8532048,124.1467952,0.017108455,0.039391452,0.005329341,100,0.999377942,0,0,0,0,0,0,0.135291814071743
86983,87483,"86983 - 87483","+","WP_003242690.1","B4U62_RS00465","WP_003242690.1"," 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase","folK",500,3.311827957,2.167741935,1.144086022,-2.007960329,-3.867540442,-4.082786391,0.006623656,NA,4.4,-3.4,-0.243727599,0.233181324,1,8,11,20,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.031223064,0.223201991,0.139887033,320.704772,179.295228,0.006623656,0.012090349,0.003567412,100,0.989695342,0,0,0,0,0,0,0.295062781066121
87438,87644,"87438 - 87644","+","WP_003226678.1","B4U62_RS00470","WP_003226678.1"," helix-turn-helix transcriptional regulator","yazB",206,0.774193548,0.709677419,0.064516129,-1.37153088,-2.572897903,-2.692138003,0.003758221,NA,NA,NA,-0.142857143,1,0,1,1,6,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.007692459,0.16385781,0.046945943,131,75,0.003758221,0.009462366,0.00049249,90.32258065,0.987864823,0,0,0,0,0,0,0.0520472363888693
87671,88669,"87671 - 88669","+","WP_003243741.1","B4U62_RS00475","WP_003243741.1"," tRNA dihydrouridine synthase DusB","dusB",998,7.569892473,6.838709677,0.731182796,-2.227643644,-3.985523796,-4.13652806,0.007585063,NA,0.514285714,0.485714286,0.063909774,0.473450808,1,6,6,70,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.009950461,0.380711844,0.026136463,665.5,332.5,0.007585063,0.020567548,0.001098697,100,0.993529071,0,0,0,0,0,0,0.0534189588374851
88764,90260,"88764 - 90260","+","WP_003242743.1","B4U62_RS00480","WP_003242743.1"," lysine--tRNA ligase","lysS",1496,10.68817204,8.916129032,1.772043011,-1.811552613,-3.320617748,-3.480843308,0.0071445,NA,0.918918919,0.081081081,0.007702182,1,2,17,8,74,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.009680102,0.284821531,0.033986552,975.5151306,520.4848694,0.0071445,0.017130429,0.00181652,100,0.998666668,0,0,0,0,0,0,0.106040543409625
101486,101947,"101486 - 101947","+","WP_003225724.1","B4U62_RS00560","WP_003225724.1"," transcriptional regulator CtsR","ctsR",461,1.896774194,1.638709677,0.258064516,-1.776081757,-3.22372587,-3.35239132,0.004114478,NA,NA,NA,-0.25,1,0,2,4,12,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.012790089,0.107156539,0.119358917,292.5,168.5,0.004114478,0.00972528,0.000882272,100,1,0,0,0,0,0,0,0.0907194445815442
101964,102518,"101964 - 102518","+","WP_009966297.1","B4U62_RS00565","WP_009966297.1"," protein-arginine kinase activator protein McsA","mcsA",554,2.946236559,2.215053763,0.731182796,-1.94334045,-3.093513305,-3.107826712,0.005318117,NA,0.238095238,0.761904762,0.307692308,0.224521073,2,2,5,21,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.016669869,0.21011103,0.07933838,357,197,0.005318117,0.011243928,0.002048131,100,0.999710952,0,0,0,0,0,0,0.182154403692375
102521,103609,"102521 - 103609","+","WP_003235007.1","B4U62_RS00570","WP_003235007.1"," protein arginine kinase","mcsB",1088,10.13333333,9.552688172,0.580645161,-1.450528757,-2.950812491,-3.180882072,0.009313725,NA,NA,NA,-0.136363636,0.588423958,0,9,9,57,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.009910797,0.249036655,0.03979654,688.8827376,399.1172624,0.009313725,0.02393454,0.00084288,100,0.99400331,0,0,0,0,0,0,0.0352160517812333
103609,106038,"103609 - 106038","+","WP_003235011.1","B4U62_RS00575","WP_003235011.1"," ATP-dependent protease ATP-binding subunit ClpC","clpC",2429,22.13333333,20.93763441,1.195698925,-1.716972865,-3.390870461,-3.627371586,0.009112117,NA,1.070063694,-0.070063694,-0.003030303,1,1,21,8,157,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,1,0,0,0,0,0.004999765,0.317476868,0.015748439,1567.999997,861.000003,0.009112117,0.02431781,0.000762563,100,0.99510759,0,0,0,0,0,0,0.031358210299365
106133,107506,"106133 - 107506","+","WP_004399687.1","B4U62_RS00580","WP_004399687.1"," DNA repair protein RadA","radA",1373,12.88172043,11.69462366,1.187096774,-1.492969379,-3.252662446,-3.557800154,0.009382171,NA,1.202531646,-0.202531646,-0.00952381,1,1,19,5,79,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.006284307,0.312547475,0.020106726,889.999998,483.000002,0.009382171,0.024212471,0.001333817,100,0.991215126,0,0,0,0,0,0,0.0550880164193072
107513,108592,"107513 - 108592","+","WP_003225736.1","B4U62_RS00585","WP_003225736.1"," DNA integrity scanning diadenylate cyclase DisA","disA",1079,7.686021505,7.492473118,0.193548387,-2.181596313,-3.798693357,-3.915185274,0.007123282,NA,0.24,0.76,0.074025974,0.309873107,1,9,2,75,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,1,1,0,0,0,0.002969138,0.379953575,0.007814475,683.5161174,395.4838826,0.007123282,0.018945078,0.000283166,100,0.989574958,0,0,0,0,0,0,0.0149466790266052
108711,109808,"108711 - 109808","+","WP_003235014.1","B4U62_RS00590","WP_003235014.1"," PIN/TRAM domain-containing protein","yacL",1097,5.234408602,4.847311828,0.387096774,-2.335052564,-4.14691602,-4.289989945,0.004771567,NA,NA,NA,-0.111111111,1,0,2,6,48,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.007080933,0.197331488,0.035883444,703.499997,393.500003,0.004771567,0.012318454,0.000550244,100,0.997831884,0,0,0,0,0,0,0.0446682676251419
109826,110521,"109826 - 110521","+","WP_003235019.1","B4U62_RS00595","WP_003235019.1"," 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","ispD",695,6.911827957,4.223655914,2.688172043,-1.475589308,-2.768904071,-2.925836342,0.009945076,NA,0.744827586,0.255172414,0.071566731,0.73848203,5,6,18,29,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.041784532,0.221156723,0.188936295,448.2588009,246.7411991,0.009945076,0.017117757,0.00599692,100,0.999584658,0,0,0,0,0,0,0.350333282567336
110517,110990,"110517 - 110990","+","WP_003225745.1","B4U62_RS00600","WP_003225745.1"," 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","ispF",473,5.174193548,4.584946237,0.589247312,-1.421083129,-3.154814801,-3.452082537,0.010939098,NA,NA,NA,-0.117647059,0.563601005,0,9,4,30,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.009461231,0.408097706,0.02318374,307.1273398,165.8726602,0.010939098,0.027641362,0.001918577,100,1,0,0,0,0,0,0,0.0694096405235024
111084,112532,"111084 - 112532","+","WP_004399675.1","B4U62_RS00605","WP_004399675.1"," glutamate--tRNA ligase","gltX",1448,18.40430108,17.5311828,0.87311828,-0.623041532,-1.875549524,-2.202671537,0.012710153,NA,0.073170732,0.926829268,0.431818182,0.036641489,2,2,6,82,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.00604832,0.27577394,0.021932166,946.7546796,501.2453204,0.012710153,0.034975255,0.000922222,100,0.997778374,0,0,0,0,0,0,0.0263678420643395
112837,113486,"112837 - 113486","+",NA,"B4U62_RS00615","WP_NA"," serine O-acetyltransferase","cysE",649,3.049462366,0.447311828,2.602150538,-1.735976385,-3.291951872,-3.466725129,0.004698709,NA,10.66666667,-9.666666667,-0.527272727,0.047342995,1,4,16,6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0.004698709,NA,NA,100,0.998666203,0,0,0,0,0,0,NA
113486,114883,"113486 - 114883","+","WP_004399682.1","B4U62_RS00620","WP_004399682.1"," cysteine--tRNA ligase","cysS",1397,16.37419355,14.30537634,2.068817204,-1.58532603,-2.309329538,-2.271277436,0.011720969,NA,0.935,0.065,0.006164059,1,2,17,11,100,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.012098655,0.458756872,0.026372695,916.1273388,480.8726612,0.011720969,0.029748783,0.00225822,100,0.993944416,0,0,0,0,0,0,0.0759096599010454
114890,115318,"114890 - 115318","+","WP_004399685.1","B4U62_RS00625","WP_004399685.1"," mini-ribonuclease 3","mrnC",428,3.083870968,2.206451613,0.877419355,-1.794783104,-2.968849638,-3.019330607,0.007205306,NA,NA,NA,-0.208333333,1,0,1,5,19,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.016643222,0.204472338,0.081395957,275,153,0.007205306,0.014421252,0.003190616,100,0.985737755,0,0,0,0,0,0,0.221244036232083
115305,116051,"115305 - 116051","+","WP_004399684.1","B4U62_RS00630","WP_004399684.1"," 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB","rlmB",746,6.382795699,5.015053763,1.367741935,-1.855399436,-3.32494468,-3.459654136,0.008556026,NA,NA,NA,-0.142857143,1,0,5,7,42,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.013625559,0.277013482,0.049187348,485.999999,260.000001,0.008556026,0.019288668,0.002814284,100,0.998279571,0,0,0,0,0,0,0.145903491106799
116061,116570,"116061 - 116570","+","WP_003235032.1","B4U62_RS00635","WP_003235032.1"," ribosome-dependent mRNA decay endonuclease Rae1/YacP","rae1",509,2.812903226,2.55483871,0.258064516,-1.710505978,-2.702230818,-2.714378049,0.005526332,NA,NA,NA,-0.181818182,1,0,1,4,18,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.011707643,0.132597657,0.088294493,320.999999,188.000001,0.005526332,0.013589568,0.000803939,100,0.996667297,0,0,0,0,0,0,0.0591585398446809
116636,117289,"116636 - 117289","+","WP_003225758.1","B4U62_RS00640","WP_003225758.1"," RNA polymerase sporulation sigma factor SigH","sigH",653,2.408602151,2.408602151,0,-0.85216867,-2.231013561,-2.511061371,0.003688518,NA,NA,NA,0,1,0,6,0,13,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0,0.106650386,0,413.5,239.5,0.003688518,0.010056794,0,100,0.990376587,0,0,0,0,0,0,0
117385,117531,"117385 - 117531","+","WP_003156421.1","B4U62_RS00645","WP_003156421.1"," 50S ribosomal protein L33","rpmG",146,0.129032258,0.129032258,0,-1.505577988,-2.312787476,-2.298344068,0.000883783,NA,NA,NA,NA,1,0,0,0,2,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0,0.04203676,0,96,50,0.000883783,0.002580645,0,96.77419355,0.983655916,0,0,0,0,0,0,0
117568,117744,"117568 - 117744","+","WP_004399676.1","B4U62_RS00650","WP_004399676.1"," preprotein translocase subunit SecE","secE",176,0.129032258,0.064516129,0.064516129,-1.505577988,-2.312787476,-2.298344068,0.000733138,NA,0,1,0.5,1,2,0,1,1,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.023848568,0.017883341,1.333563366,118.5,57.5,0.000733138,0.00112202,0.00054444,100,0.999283155,0,0,0,0,0,0,0.485231992299602
117926,118456,"117926 - 118456","+","WP_003225764.1","B4U62_RS00655","WP_003225764.1"," transcription termination/antitermination protein NusG","nusG",530,3.556989247,3.556989247,0,-1.527249289,-2.46314066,-2.495757682,0.0067113,NA,NA,NA,0,1,0,8,0,25,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0,0.313856782,0,355.5,174.5,0.0067113,0.020383893,0,100,0.999154284,0,0,0,0,0,0,0
